id,field,mngt_soil,transect,distance,type,nest_pa,nest_id,soil_bulk_dens,soil_rel_dens,soil_som,soil_ph,soil_sand,soil_silt,soil_clay
A601,YvCh03,NT,0-1m,0,Control,0,NA,1.3438691277502859,0.7099862307965353,3.38,6.86,38.315048644173054,41.19229973090457,20.492651624922377
A570,YvCh03,NT,5-6m,5,Control,0,NA,1.393090856737771,0.7231869704372414,3.01,7.45,35.86967728631817,39.69481389834004,24.435508815341787
A556,YvCh03,NT,10-11m,10,Control,0,NA,1.2245206194138323,0.6418341238335912,2.63,7.67,41.46040875012837,40.053404539385845,18.486186710485775
A567,YvCh03,NT,20-21m,20,Control,0,NA,1.380343508247626,0.7123741496036157,3.08,7.18,30.148576145274454,42.818819645068096,27.03260420965745
A606,YvCh03,NT,30-31m,30,Control,0,NA,1.3915303514284179,0.7070605590264768,2.75,7.06,30.179948586118257,39.17737789203085,30.6426735218509
A607,YvCh03,NT,0-1m,0,Nest,1,YvCh03_FIT_2.1,1.2780031979723083,0.6754361403605148,3.65,7.72,37.00051894135963,40.89257913855734,22.106901920083033
A608,YvCh03,NT,10-11m,10,Nest,1,YvCh03_FIT_2.2,1.3765184899853817,0.7064251492582951,2.88,6.83,32.14579901153212,40.05354200988468,27.800658978583197
A572,YvCh03,NT,15-16m,15,Nest,1,YvCh03_FIT_2.3,1.4113416917403354,0.732802626065804,2.74,6.69,34.71108369319351,42.66913427925149,22.619782027555008
A557,ChFa03,NT,0-1m,0,Control,0,NA,1.459195799677148,0.7484536672179237,2.17,7.81,42.75784524174589,33.83420218746806,23.40795257078606
A597,ChFa03,NT,5-6m,5,Control,0,NA,1.5369573085893584,0.79172935090923,2.03,7.74,47.94324793304072,31.131979177299172,20.9247728896601
A604,ChFa03,NT,10-11m,10,Control,0,NA,1.4787937781176939,0.7590580414299257,2,7.87,43.16326530612244,34.79591836734694,22.040816326530614
A619,ChFa03,NT,20-21m,20,Control,0,NA,1.5674160328257116,0.8011377321319255,1.44,7.99,45.51542207792208,34.496753246753244,19.987824675324674
A596,ChFa03,NT,30-31m,30,Control,0,NA,1.4672587659024876,0.7579351383998711,1.77,7.84,48.691845668329435,33.0856153924463,18.22253893922427
A593,ChFa03,NT,0-1m,0,Nest,1,ChFa03_FIT_1.1,1.4621135504401568,0.7588414555774446,2.06,7.85,48.23361241576476,33.387788441903204,18.37859914233204
A603,ChFa03,NT,0-1m,0,Nest,1,ChFa03_FIT_1.4,1.440481278298284,0.7580874466483414,2.6,7.87,48.56262833675565,34.59958932238193,16.83778234086242
A599,ChFa03,NT,1-2m,1,Nest,1,ChFa03_FIT_1.7,1.5605797900548937,0.7895655072187835,1.24,8.02,40.968003240178206,36.553260429323615,22.478736330498176
A539,ChFa03,NT,2-3m,2,Nest,1,ChFa03_FIT_1.9,1.5024415165526475,0.7823022232247805,2.15,7.86,47.061829330608084,35.15585079202861,17.78231987736331
A568,ChFa03,NT,20-21m,20,Nest,1,ChFa03_FIT_1.12,1.3140155111746543,0.6835836889803969,2.18,7.79,48.06787977918626,33.633203843794725,18.298916377019015
A520,JoMe02,CT,0-1m,0,Control,0,NA,1.4973636550751512,0.7676229551603423,1.6,6.43,35.97560975609756,44.105691056910565,19.918699186991873
A523,JoMe02,CT,5-6m,5,Control,0,NA,1.3489454545735902,0.689431589736706,2.27,6.42,29.397319144582,45.22664483781848,25.37603601759951
A524,JoMe02,CT,10-11m,10,Control,0,NA,1.364527179382599,0.7045291271318599,3.04,6.4,26.258250825082506,47.132838283828384,26.60891089108911
A503,JoMe02,CT,20-21m,20,Control,0,NA,1.3229909301732798,0.687602608631496,2.37,6.37,34.85608931680836,45.27296937416778,19.870941309023866
A501,JoMe02,CT,30-31m,30,Control,0,NA,1.2867494636574168,0.6541456082040278,2.73,6.29,27.418525753058496,42.25352112676057,30.32795312018094
A511,JoMe02,CT,1-2m,1,Nest,1,JoMe02_FIT_1.1,1.4630158740758759,0.7429386280738874,2.05,6.31,26.28892291985707,47.37110770801429,26.339969372128635
